"","Species_name","Alt_name.notes","Family","Order","Genome","Annotated..NCBI.","Diel_Pattern","AltDiel_Pattern","Method.1","Confidence.1","Comments.1","Source.1","Method.2","Confidence.2","Comments.2","Source.2","Method.3","Confidence.3","Comments.3","Source.3","Method.4","Confidence.4","Comments.4","Source.4","X","X.1"
"127","Solenopsis invicta","","","Hymenoptera","Yes","Yes","Diurnal","","Review article","1","It cited a source for it's claim that this species was Diurnal, but this source was weird and hard to parse through.","https://doi.org/10.1093/icb/icx096","",NA,"","","",NA,NA,"","",NA,"","","",""
"128","Trichogramma pretiosum","","","Hymenoptera","Yes","Yes","Diurnal","","Field: feeding","3","They tracked the instance of paratism events over 24 hour periods in an artificial environmental.","https://doi.org/10.28998/rca.22.15615","",NA,"","","",NA,NA,"","",NA,"","","",""
"129","Vollenhovia emeryi","","","Hymenoptera","Yes","Yes",NA,"","","","","","",NA,"","","",NA,NA,"","",NA,"","","",""
"130","Wasmannia auropunctata","","","Hymenoptera","Yes","Yes",NA,"","","","","","",NA,"","","",NA,NA,"","",NA,"","","",""
"131","Zootermopsis nevadensis","","","Isoptera","Yes","Yes",NA,"","","","","","",NA,"","","",NA,NA,"","",NA,"","","",""
"132","Bombyx mori","","","Lepidoptera","Yes","Yes","Nocturnal","","Review article","1","They just made an uncited claim that this was a Nocturnal species.","https://doi.org/10.3390/cimb43010003","",NA,"","","",NA,NA,"","",NA,"","","",""
"133","Cactoblastis cactorum","","Pyralidae","Lepidoptera","Yes","No","Nocturnal","Crepuscular (dusk)","Lab: locomotory patterns","5","Used flight mills in lab to track activity over diel cycle","https://doi.org/10.1093/jee/101.2.314","",NA,"","","",NA,NA,"","",NA,"","","",""
"134","Chilo suppressalis","","","Lepidoptera","Yes","Yes",NA,"","","","","","",NA,"","","",NA,NA,"","",NA,"","","",""
"135","Danaus plexippus","","","Lepidoptera","Yes","Yes","Diurnal","","Review article","1","It's common sense that this species is Diurnal.","https://doi.org/10.18473/lepi.78i1.a2","",NA,"","","",NA,NA,"","",NA,"","","",""
"136","Heliconius melpomene","","","Lepidoptera","Yes","No","Diurnal","","Review article","1","They briefly mention that this species is Diurnal without providing citation. But it's pretty well known that butterflies are Diurnal in general.","https://doi.org/10.1007/s00359-005-0081-6","",NA,"","","",NA,NA,"","",NA,"","","",""
"137","Manduca sexta","","","Lepidoptera","Yes","Yes","Nocturnal","Crepuscular","Review article","1","mentions they are Nocturnal","https://doi.org/10.1242/jeb.02752","Review article",1,"mentions they are Nocturnal but also Crepuscular, they didn't specify what type of Crepuscular it was though.","https://doi.org/10.1007/BF00606366","",NA,NA,"","",NA,"","","",""
"138","Melitaea cinxia","","","Lepidoptera","Yes","Yes",NA,"","","","","","",NA,"","","",NA,NA,"","",NA,"","","",""
"139","Papilio glaucus","","","Lepidoptera","Yes","No",NA,"","","","","","",NA,"","","",NA,NA,"","",NA,"","","",""
"140","Papilio polytes","","","Lepidoptera","Yes","Yes",NA,"","","","","","",NA,"","","",NA,NA,"","",NA,"","","",""
"141","Papilio xuthus","","","Lepidoptera","Yes","Yes",NA,"","","","","","",NA,"","","",NA,NA,"","",NA,"","","",""
"142","Plutella xylostella","","","Lepidoptera","Yes","Yes","Nocturnal","","Lab: locomotory patterns","5","good data","https://doi.org/10.3390/insects12080727","",NA,"","","",NA,NA,"","",NA,"","","",""
"143","Spodoptera frugiperda","","","Lepidoptera","Yes","Yes","Nocturnal","","Review article","1","mentions that ""FAW adults are Nocturnal"". This species is considered a FAW.","https://doi.org/10.1017/S1742758400022591","",NA,"","","",NA,NA,"","",NA,"","","",""
"144","Ladona fulva","","","Odonata","Yes","Yes",NA,"","","","","","",NA,"","","",NA,NA,"","",NA,"","","",""
"145","Locusta migratoria","","","Orthoptera","Yes","No","Diurnal","","","","","","",NA,"","","",NA,NA,"","",NA,"","","",""
"146","Timema cristinae â€","","","Phasmatodea","Yes","No",NA,"","","","","","",NA,"","","",NA,NA,"","",NA,"","","",""
"147","Mengenilla moldrzyki","","","Strepsiptera","Yes","No",NA,"","","","","","",NA,"","","",NA,NA,"","",NA,"","","",""
"148","Frankliniella occidentalis","","","Thysanoptera","Yes","Yes",NA,"","","","","","",NA,"","","",NA,NA,"","",NA,"","","",""
"149","Limnephilus lunatus","","","Trichoptera","Yes","No",NA,"","","","","","",NA,"","","",NA,NA,"","",NA,"","","",""
"150","Culicoides imicola","","Ceratopogonidae","Diptera","No","No","Nocturnal","crepuscular (dusk)","Lab: locomotory patterns","5","","https://doi.org/10.1186/s13071-018-3272-z","",NA,"","","",NA,NA,"","",NA,"","","",""
"151","Ips duplicatus","","Curculionidae","Coleoptera","No","No","Diurnal","","Field: trapping","2","","https://doi.org/10.1002/ps.1867","",NA,"","","",NA,NA,"","",NA,"","","",""
"152","Culex pipiens","","Culicidae","Diptera","No","No","Nocturnal","","Field: trapping","2","","https://doi.org/10.1093/jme/tju002","",NA,"","","Review article",1,NA,"https://doi.org/10.1016/B978-0-12-814043-7.00015-7","",NA,"","","",""
"153","Aedes caspius","","Culicidae","Diptera","No","No","Crepuscular (dusk)","Nocturnal","Field: trapping","2","","https://doi.org/10.1093/jme/tju002","",NA,"","","",NA,NA,"","",NA,"","","",""
"154","Aedes vexans","","Culicidae","Diptera","No","No","Nocturnal","","Field: trapping","2","","https://doi.org/10.1093/jme/tju002","",NA,"","","",NA,NA,"","",NA,"","","",""
"155","Anopheles maculipennis","","Culicidae","Diptera","No","No","Nocturnal","","Field: trapping","2","","https://doi.org/10.1093/jme/tju002","",NA,"","","",NA,NA,"","",NA,"","","",""
"156","Lymantria monacha","","Erebidae","Lepidoptera","No","No","Nocturnal","","Field: trapping","2","I think it is a translation error, but they use the word ""Diurnal"" very strangely.","https://doi.org/10.1111/1744-7917.12350","",NA,"","","",NA,NA,"","",NA,"","","",""
"157","Lymantria dispar","","Erebidae","Lepidoptera","No","No","Diurnal","Crepuscular","Field: trapping","2","","https://doi.org/10.1603/022.038.0606","",NA,"","","",NA,NA,"","",NA,"","","",""
"158","Culicoides sonorensis","","Ceratopogonidae","Diptera","Yes","No","Nocturnal","Crepuscular (dusk)","Field: trapping","2","They started at 8:45am and chopped it up into 18-80-minute intervals","https://doi.org/10.1186/s13071-024-06290-w","",NA,"","","",NA,NA,"","",NA,"","","",""
"159","Canthon vigilans","","Scarabaeidae","Coleoptera","No","No","Nocturnal","","Review article","1","The citation they provided is inaccessible","https://doi.org/10.1093/jee/tov209","",NA,"","","",NA,NA,"","",NA,"","","",""
"160","Onthophagus gazella","","Scarabaeidae","Coleoptera","Yes","No","Nocturnal","","Review article","1","Just said it known to be Nocturnal","https://doi.org/10.1093/jee/tov209","",NA,"","","",NA,NA,"","",NA,"","","",""
"161","Phyllophaga aemula","","Scarabaeidae","Coleoptera","No","No","Nocturnal","","Review article","1","A little dubious as they call this species ""essentially Nocturnal""","https://doi.org/10.1093/jee/tov209","",NA,"","","",NA,NA,"","",NA,"","","",""
"162","Culex annulirostris","","Culicidae","Diptera","No","No","Nocturnal","Crepuscular (dusk)","Field: feeding","3","They didn't explictly conclude it was Nocturnal here, I pieced that together from: (1) they caught many species, and this species dominated the catch rates vastly (2) they said that mosquito bite rates were neglibile at day (3) they said that bites had a peak at dusk and continued throughout the night","https://doi.org/10.1038/icb.1982.50","",NA,"","","Review article",1,NA,"https://doi.org/10.1016/B978-0-12-814043-7.00015-7","",NA,"","","",""
"163","Popillia japonica","","Scarabaeidae","Coleoptera","Yes","No","Diurnal","","Field: trapping","2","","https://doi.org/10.1002/ps.7504","",NA,"","","",NA,NA,"","",NA,"","","",""
"164","Rhynchophorus palmarum","","Dryophthoridae","Coleoptera","No","No","Diurnal","","Field: locomotory patterns","4","","https://doi.org/10.1093/jee/toaa223","",NA,"","","",NA,NA,"","",NA,"","","",""
"165","Rhynchophorus ferrugineus","","Dryophthoridae","Coleoptera","Yes","No","Diurnal","","Lab: locomotory patterns","5","","https://doi.org/10.1093/jee/tov240","",NA,"","","",NA,NA,"","",NA,"","","",""
"166","Rhynchophorus vulneratus","","Dryophthoridae","Coleoptera","No","No","Diurnal","","Lab: locomotory patterns","5","","https://doi.org/10.1093/jee/tov402","",NA,"","","",NA,NA,"","",NA,"","","",""
"167","Culex nigripalpus","","Culicidae","Diptera","No","No","Nocturnal","","Field: trapping","2","","https://doi.org/10.1111/jvec.12339","",NA,"","","",NA,NA,"","",NA,"","","",""
"168","Culicoides chiopterus","","Ceratopogonidae","Diptera","No","No","Diurnal","","Field: trapping","2","","https://doi.org/10.1111/mve.12150","",NA,"","","",NA,NA,"","",NA,"","","",""
"169","Culicoides obsoletus","","Ceratopogonidae","Diptera","No","No","Nocturnal","","Field: trapping","2","","https://doi.org/10.1111/mve.12150","",NA,"","","",NA,NA,"","",NA,"","","",""
"170","Macrosiphum euphorbiae","","Aphididae","Hemiptera","Yes","Yes","Diurnal","","Review article","1","","https://doi.org/10.1371/journal.pone.0075004","",NA,"","","",NA,NA,"","",NA,"","","",""
"171","Pseudaletia unipuncta","","Noctuidae","Lepidoptera","No","No","Nocturnal","","Review article","1","","https://doi.org/10.1371/journal.pone.0075004","",NA,"","","",NA,NA,"","",NA,"","","",""
"172","Odontomachus hastatus","","Formicidae","Hymenoptera","No","No","Nocturnal","","Field: observation","3","","https://doi.org/10.1673/031.012.4801","",NA,"","","",NA,NA,"","",NA,"","","",""
"173","Culicoides impunctatus","","Ceratopogonidae","Diptera","No","No","Crepuscular","","Review article","1","Just says it's biting activity is crepuscular.","https://doi.org/10.1603/ME11259","",NA,"","","",NA,NA,"","",NA,"","","",""
"174","Scirtothrips dorsalis","","Thripidae","Thysanoptera","No","No","Diurnal","","Review article","1","""flight activity is Diurnal""","https://doi.org/10.1079/cabicompendium.49065","",NA,"","","",NA,NA,"","",NA,"","","",""
"175","Lutzomyia pseudolongi","","Psychodidae","Diptera","No","No","Nocturnal","","Field: trapping","2","unsure about daytime activity, this just showed consistent activity throughout the night","https://doi.org/10.1051/parasite/2004113273","",NA,"","","",NA,NA,"","",NA,"","","",""
"176","Lutzomyia panamensis","","Psychodidae","Diptera","No","No","Nocturnal","","Field: feeding","3","didnt test daytime but showed significant nighttime activity","https://doi.org/10.1016/S0035-9203(99)90115-3","",NA,"","","",NA,NA,"","",NA,"","","",""
"177","Lutzomyia evansi","","Psychodidae","Diptera","No","No","Nocturnal","","Field: feeding","3","didnt test daytime but showed significant nighttime activity","https://doi.org/10.1016/S0035-9203(99)90115-3","",NA,"","","",NA,NA,"","",NA,"","","",""
"178","Culicoides variipennis","","Ceratopogonidae","Diptera","No","No","Nocturnal","Crepuscular","Field: trapping","2","Didn't test a whole 24 hour cycle, but the results showed promising crepuscular bursts in activity and consistent activity throughout the night","https://doi.org/10.1093/jmedent/32.3.310","",NA,"","","",NA,NA,"","",NA,"","","",""
"179","Lutzomyia shannoni","","Psychodidae","Diptera","No","No","Nocturnal","","Field: trapping","2","States that the species has Diurnal resting sites","https://doi.org/10.1093/jmedent/29.2.178","",NA,"","","",NA,NA,"","",NA,"","","",""
"180","Tabanus sackeni","","Tabanidae","Diptera","No","No","Crepuscular (dusk)","","Field: trapping","2","great data","https://doi.org/10.1111/j.1365-2915.1989.tb00216.x","",NA,"","","",NA,NA,"","",NA,"","","",""
"181","Culicoides mississippiensis","","Ceratopogonidae","Diptera","No","No","Crepuscular","","Field: trapping","2","patterns vary with the seasons s","https://doi.org/10.1093/jmedent/24.4.503","",NA,"","","",NA,NA,"","",NA,"","","",""
"182","Culicoides furens","","Ceratopogonidae","Diptera","No","No","Crepuscular","small scotophase preference","Field: trapping","2","consistent patterns throubhout the seasons","https://doi.org/10.1093/jmedent/24.4.503","",NA,"","","",NA,NA,"","",NA,"","","",""
"183","Ixodes scapularis","","Ixodidae","Ixodida","Yes","Yes","Diurnal","Crepuscular (dusk)","Lab: locomotory patterns","5","Diurnal in summer conditions, crepuscular in winter conditions","https://doi.org/10.1093/jmedent/42.4.582","",NA,"","","",NA,NA,"","",NA,"","","",""
"184","Chrysomya megacephala","","Calliphoridae","Diptera","No","No","Diurnal","","Field: trapping","2","12 hour day cycle, 12 hour night cycle. Species was caught 800:200","PMID: 18209709","",NA,"","","",NA,NA,"","",NA,"","","",""
"185","Hemipyrellia ligurriens","","Calliphoridae","Diptera","No","No","Diurnal","","Field: trapping","2","same as above","PMID: 18209709","",NA,"","","",NA,NA,"","",NA,"","","",""
"186","Chrysomyza cf. rufipes","","Calliphoridae","Diptera","No","No","Diurnal","","Field:trapping","2","same as above","PMID: 18209709","",NA,"","","",NA,NA,"","",NA,"","","",""
"187","Musca ventrosa","","Muscidae","Diptera","No","No","Diurnal","","Field: trapping","2","same as above","PMID: 18209709","",NA,"","","",NA,NA,"","",NA,"","","",""
"188","Musca sorbens","","Muscidae","Diptera","No","No","Diurnal","","Field: trapping","2","same as above","PMID: 18209709","",NA,"","","",NA,NA,"","",NA,"","","",""
"189","Sarcophaga dux","","Sarcophagidae","Diptera","No","No","Diurnal","","Field: trapping","2","same as above","PMID: 18209709","",NA,"","","",NA,NA,"","",NA,"","","",""
"190","Alpheus normanni","","Alpheidae","Decapoda","No","No","Nocturnal","","Review article","1","not much to say","https://doi.org/10.1016/j.marenvres.2018.01.004","",NA,"","","",NA,NA,"","",NA,"","","",""
"191","Latreutes fucorum","","Hippolytidae","Decapoda","No","No","Nocturnal","","Review article","1","","https://doi.org/10.1016/j.marenvres.2018.01.004","",NA,"","","",NA,NA,"","",NA,"","","",""
"192","Portunus hastatus","","Portunidae","Decapoda","No","No","Nocturnal","","Field: trapping","2","","https://doi.org/10.1016/j.marenvres.2018.01.004","",NA,"","","",NA,NA,"","",NA,"","","",""
"193","Macropodia rostrata","","Inachidae","Decapoda","No","No","Nocturnal","","Field:trapping","2","","https://doi.org/10.1016/j.marenvres.2018.01.004","",NA,"","","",NA,NA,"","",NA,"","","",""
"194","Athanas nitescens","","Alpheidae","Decapoda","No","No","Nocturnal","","Review article","1","","https://doi.org/10.1016/j.marenvres.2018.01.004","",NA,"","","",NA,NA,"","",NA,"","","",""
"195","Philocheras fasciatus","","Crangonidae","Decapoda","No","No","Nocturnal","","Review article","1","","https://doi.org/10.1016/j.marenvres.2018.01.004","",NA,"","","",NA,NA,"","",NA,"","","",""
"196","Processa edulis","","Processidae","Decapoda","No","No","Nocturnal","","Review article","1","","https://doi.org/10.1016/j.marenvres.2018.01.004","",NA,"","","",NA,NA,"","",NA,"","","",""
"197","Cronius ruber","","Portunidae","Decapoda","No","No","Nocturnal","","Review article","1","","https://doi.org/10.1016/j.marenvres.2018.01.004","",NA,"","","",NA,NA,"","",NA,"","","",""
"198","Culicoides oxystoma","","Ceratopogonidae","Diptera","No","No","Crepuscular","","Field: trapping","2","Authors claimed crepuscular pattern","https://doi.org/10.1111/mve.12446","",NA,"","","",NA,NA,"","",NA,"","","",""
"199","Culicoides peregrinus","","Ceratopogonidae","Diptera","No","No","Crepuscular","","Field: trapping","2","Authors claimed crepuscular pattern","https://doi.org/10.1111/mve.12446","",NA,"","","",NA,NA,"","",NA,"","","",""
"200","Culicoides fulvus","","Ceratopogonidae","Diptera","No","No","Crepuscular","","Field: trapping","2","Authors claimed crepuscular pattern","https://doi.org/10.1111/mve.12446","",NA,"","","",NA,NA,"","",NA,"","","",""
"201","Culicoides innoxius","","Ceratopogonidae","Diptera","No","No","Crepuscular","","Field:trapping","2","Authors claimed crepuscular pattern","https://doi.org/10.1111/mve.12446","",NA,"","","",NA,NA,"","",NA,"","","",""
